T100 Wavelength,Desired T100 Output Power,T100 Output Power,Power Meter Wavelength,Power Meter Reading
1345,-6.9,-6.94,1250,-6.90333,
1345,-6.8,-6.88,1250,-6.45492,
1345,-6.7,-6.78,1250,-6.37964,
1345,-6.6,-6.65,1250,-6.23439,
1345,-6.5,-6.56,1250,-6.16014,
1345,-6.4,-6.42,1250,-6.02175,
1345,-6.3,-6.37,1250,-5.95775,
1345,-6.2,-6.28,1250,-5.88791,
1345,-6.1,-6.15,1250,-5.75665,
1345,-6,-6.02,1250,-5.62972,
1345,-5.9,-5.96,1250,-5.56831,
1345,-5.8,-5.83,1250,-5.44985,
1345,-5.7,-5.77,1250,-5.38808,
1345,-5.6,-5.66,1250,-5.2711,
1345,-5.5,-5.54,1250,-5.15801,
1345,-5.4,-5.43,1250,-5.04733,
1345,-5.3,-5.32,1250,-4.94124,
1345,-5.2,-5.26,1250,-4.88892,
1345,-5.1,-5.17,1250,-4.78592,
1345,-5,-5.06,1250,-4.6835,
1345,-4.9,-4.96,1250,-4.5867,
1345,-4.8,-4.86,1250,-4.48878,
1345,-4.7,-4.71,1250,-4.34682,
1345,-4.6,-4.62,1250,-4.25529,
1345,-4.5,-4.53,1250,-4.16647,
1345,-4.4,-4.44,1250,-4.07785,
1345,-4.3,-4.35,1250,-3.99151,
1345,-4.2,-4.22,1250,-3.86766,
1345,-4.1,-4.14,1250,-3.78433,
1345,-4,-4.02,1250,-3.66284,
1345,-3.9,-3.94,1250,-3.58458,
1345,-3.8,-3.82,1250,-3.47145,
1345,-3.7,-3.75,1250,-3.3968,
1345,-3.6,-3.64,1250,-3.2855,
1345,-3.5,-3.53,1250,-3.17972,
1345,-3.4,-3.42,1250,-3.07418,
1345,-3.3,-3.32,1250,-2.9745,
1345,-3.2,-3.22,1250,-2.87195,
1345,-3.1,-3.12,1250,-2.77462,
1345,-3,-3.02,1250,-2.67892,
1345,-2.9,-2.92,1250,-2.58582,
1345,-2.8,-2.83,1250,-2.49301,
1345,-2.7,-2.71,1250,-2.37396,
1345,-2.6,-2.62,1250,-2.28693,
1345,-2.5,-2.51,1250,-2.17391,
1345,-2.4,-2.42,1250,-2.08973,
1345,-2.3,-2.31,1250,-1.98138,
1345,-2.2,-2.23,1250,-1.90195,
1345,-2.1,-2.13,1250,-1.7981,
1345,-2,-2.03,1250,-1.69589,
1345,-1.9,-1.93,1250,-1.59755,
1345,-1.8,-1.83,1250,-1.49976,
1345,-1.7,-1.71,1250,-1.38127,
1345,-1.6,-1.62,1250,-1.28845,
1345,-1.5,-1.53,1250,-1.19828,
1345,-1.4,-1.41,1250,-1.0872,
1345,-1.3,-1.33,1250,-1.00094,
1345,-1.2,-1.22,1250,-0.894301,
1345,-1.1,-1.11,1250,-0.792035,
1345,-1,-1.01,1250,-0.690874,
1345,-0.9,-0.91,1250,-0.592238,
1345,-0.8,-0.82,1250,-0.495939,
1345,-0.7,-0.72,1250,-0.402347,
1345,-0.6,-0.61,1250,-0.290965,
1345,-0.5,-0.52,1250,-0.201392,
1345,-0.4,-0.42,1250,-0.096163,
1345,-0.3,-0.31,1250,0.00707324,
1345,-0.2,-0.21,1250,0.108357,
1345,-0.1,-0.11,1250,0.206956,
1345,-8.13238e-15,-0.11,1250,0.206823,
1345,0.1,0.08,1250,0.397808,
1345,0.2,0.19,1250,0.504671,
1345,0.3,0.29,1250,0.609904,
1345,0.4,0.38,1250,0.697606,
1345,0.5,0.48,1250,0.797549,
1345,0.6,0.58,1250,0.895551,
1345,0.7,0.69,1250,1.00507,
1345,0.8,0.78,1250,1.09813,
1345,0.9,0.89,1250,1.20269,
1345,1,0.99,1250,1.30464,
1345,1.1,1.09,1250,1.40441,
1345,1.2,1.19,1250,1.50203,
1345,1.3,1.28,1250,1.59707,
1345,1.4,1.39,1250,1.70218,
1345,1.5,1.49,1250,1.80417,
1345,1.6,1.59,1250,1.90449,
1345,1.7,1.69,1250,2.00205,
1345,1.8,1.79,1250,2.09787,
1345,1.9,1.89,1250,2.20215,
1345,2,1.99,1250,2.3031,
1345,2.1,2.09,1250,2.40208,
1345,2.2,2.19,1250,2.49921,
1345,2.3,2.29,1250,2.60296,
1345,2.4,2.39,1250,2.69559,
1345,2.5,2.49,1250,2.79545,
1345,2.6,2.59,1250,2.90118,
1345,2.7,2.69,1250,2.99588,
1345,2.8,2.79,1250,3.098,
1345,2.9,2.89,1250,3.19728,
1345,3,2.99,1250,3.30211,
1345,3.1,3.09,1250,3.39712,
1345,3.2,3.19,1250,3.49681,
1345,3.3,3.3,1250,3.60238,
1345,3.4,3.39,1250,3.69818,
1345,3.5,3.49,1250,3.79878,
1345,3.6,3.59,1250,3.89712,
1345,3.7,3.69,1250,3.99978,
1345,3.8,3.79,1250,4.10088,
1345,3.9,3.89,1250,4.19925,
1345,4,3.99,1250,4.30185,
1345,4.1,4.09,1250,4.40187,
1345,4.2,4.19,1250,4.49978,
1345,4.3,4.29,1250,4.60168,
1345,4.4,4.39,1250,4.7006,
1345,4.5,4.49,1250,4.79778,
1345,4.6,4.59,1250,4.89854,
1345,4.7,4.69,1250,5.00241,
1345,4.8,4.79,1250,5.09811,
1345,4.9,4.89,1250,5.20264,
1345,5,4.99,1250,5.2994,
1345,5.1,5.09,1250,5.39901,
1345,5.2,5.19,1250,5.501,
1345,5.3,5.29,1250,5.60104,
1345,5.4,5.39,1250,5.70323,
1345,5.5,5.49,1250,5.80309,
1345,5.6,5.59,1250,5.90081,
1345,5.7,5.69,1250,6.00031,
1345,5.8,5.8,1250,6.10234,
1345,5.9,5.89,1250,6.20188,
1345,6,5.99,1250,6.30315,
1345,6.1,6.09,1250,6.40203,
1345,6.2,6.19,1250,6.50265,
1345,6.3,6.29,1250,6.60467,
1345,6.4,6.39,1250,6.70435,
1345,6.5,6.49,1250,6.80188,
1345,6.6,6.59,1250,6.90412,
1345,6.7,6.69,1250,7.00404,
1345,6.8,6.8,1250,7.10528,
1345,6.9,6.89,1250,7.20418,
1345,7,6.99,1250,7.30375,
1345,-6.9,-6.94,1255,-6.52181,
1345,-6.8,-6.86,1255,-6.46386,
1345,-6.7,-6.78,1255,-6.39112,
1345,-6.6,-6.64,1255,-6.24717,
1345,-6.5,-6.56,1255,-6.17473,
1345,-6.4,-6.42,1255,-6.03625,
1345,-6.3,-6.35,1255,-5.97302,
1345,-6.2,-6.27,1255,-5.90393,
1345,-6.1,-6.13,1255,-5.77289,
1345,-6,-6.01,1255,-5.64639,
1345,-5.9,-5.96,1255,-5.58569,
1345,-5.8,-5.83,1255,-5.46718,
1345,-5.7,-5.77,1255,-5.40524,
1345,-5.6,-5.66,1255,-5.28859,
1345,-5.5,-5.54,1255,-5.17531,
1345,-5.4,-5.43,1255,-5.06492,
1345,-5.3,-5.32,1255,-4.959,
1345,-5.2,-5.25,1255,-4.90662,
1345,-5.1,-5.15,1255,-4.80327,
1345,-5,-5.04,1255,-4.70132,
1345,-4.9,-4.96,1255,-4.60467,
1345,-4.8,-4.86,1255,-4.50697,
1345,-4.7,-4.71,1255,-4.3647,
1345,-4.6,-4.61,1255,-4.2731,
1345,-4.5,-4.53,1255,-4.1845,
1345,-4.4,-4.44,1255,-4.09594,
1345,-4.3,-4.35,1255,-4.00961,
1345,-4.2,-4.22,1255,-3.88571,
1345,-4.1,-4.14,1255,-3.80252,
1345,-4,-4.02,1255,-3.68124,
1345,-3.9,-3.94,1255,-3.60314,
1345,-3.8,-3.82,1255,-3.49012,
1345,-3.7,-3.75,1255,-3.41566,
1345,-3.6,-3.63,1255,-3.30413,
1345,-3.5,-3.53,1255,-3.19843,
1345,-3.4,-3.42,1255,-3.09298,
1345,-3.3,-3.32,1255,-2.99327,
1345,-3.2,-3.21,1255,-2.89085,
1345,-3.1,-3.12,1255,-2.79346,
1345,-3,-3.01,1255,-2.69751,
1345,-2.9,-2.92,1255,-2.60451,
1345,-2.8,-2.83,1255,-2.51185,
1345,-2.7,-2.7,1255,-2.39286,
1345,-2.6,-2.62,1255,-2.30581,
1345,-2.5,-2.51,1255,-2.193,
1345,-2.4,-2.42,1255,-2.10866,
1345,-2.3,-2.31,1255,-2.00042,
1345,-2.2,-2.23,1255,-1.92103,
1345,-2.1,-2.13,1255,-1.81719,
1345,-2,-2.03,1255,-1.71507,
1345,-1.9,-1.93,1255,-1.61656,
1345,-1.8,-1.83,1255,-1.51879,
1345,-1.7,-1.71,1255,-1.40025,
1345,-1.6,-1.62,1255,-1.30745,
1345,-1.5,-1.52,1255,-1.21746,
1345,-1.4,-1.41,1255,-1.10627,
1345,-1.3,-1.32,1255,-1.02006,
1345,-1.2,-1.22,1255,-0.913522,
1345,-1.1,-1.11,1255,-0.811126,
1345,-1,-1.01,1255,-0.710239,
1345,-0.9,-0.91,1255,-0.611525,
1345,-0.8,-0.82,1255,-0.514915,
1345,-0.7,-0.73,1255,-0.421484,
1345,-0.6,-0.62,1255,-0.3103,
1345,-0.5,-0.52,1255,-0.220539,
1345,-0.4,-0.41,1255,-0.115272,
1345,-0.3,-0.31,1255,-0.0121163,
1345,-0.2,-0.21,1255,0.0890662,
1345,-0.1,-0.11,1255,0.187625,
1345,-8.13238e-15,-0.11,1255,0.187604,
1345,0.1,0.08,1255,0.37849,
1345,0.2,0.19,1255,0.485412,
1345,0.3,0.29,1255,0.590626,
1345,0.4,0.38,1255,0.678483,
1345,0.5,0.49,1255,0.77831,
1345,0.6,0.58,1255,0.876398,
1345,0.7,0.69,1255,0.985631,
1345,0.8,0.79,1255,1.07895,
1345,0.9,0.89,1255,1.18349,
1345,1,0.99,1255,1.28554,
1345,1.1,1.09,1255,1.38528,
1345,1.2,1.19,1255,1.4828,
1345,1.3,1.29,1255,1.57793,
1345,1.4,1.39,1255,1.68292,
1345,1.5,1.49,1255,1.78504,
1345,1.6,1.59,1255,1.88532,
1345,1.7,1.69,1255,1.98301,
1345,1.8,1.79,1255,2.0789,
1345,1.9,1.89,1255,2.18281,
1345,2,1.99,1255,2.28382,
1345,2.1,2.09,1255,2.38293,
1345,2.2,2.19,1255,2.47993,
1345,2.3,2.29,1255,2.58366,
1345,2.4,2.39,1255,2.67637,
1345,2.5,2.49,1255,2.77628,
1345,2.6,2.59,1255,2.88196,
1345,2.7,2.69,1255,2.97673,
1345,2.8,2.79,1255,3.0787,
1345,2.9,2.89,1255,3.17808,
1345,3,2.99,1255,3.28297,
1345,3.1,3.09,1255,3.37784,
1345,3.2,3.19,1255,3.47763,
1345,3.3,3.29,1255,3.58311,
1345,3.4,3.39,1255,3.67889,
1345,3.5,3.49,1255,3.77965,
1345,3.6,3.59,1255,3.87801,
1345,3.7,3.69,1255,3.98074,
1345,3.8,3.79,1255,4.08173,
1345,3.9,3.89,1255,4.18003,
1345,4,3.99,1255,4.28268,
1345,4.1,4.09,1255,4.38258,
1345,4.2,4.19,1255,4.48059,
1345,4.3,4.3,1255,4.58242,
1345,4.4,4.39,1255,4.68145,
1345,4.5,4.49,1255,4.77865,
1345,4.6,4.59,1255,4.87938,
1345,4.7,4.7,1255,4.98319,
1345,4.8,4.79,1255,5.07904,
1345,4.9,4.9,1255,5.18335,
1345,5,4.99,1255,5.28019,
1345,5.1,5.09,1255,5.37975,
1345,5.2,5.19,1255,5.48166,
1345,5.3,5.29,1255,5.58177,
1345,5.4,5.4,1255,5.68403,
1345,5.5,5.49,1255,5.78386,
1345,5.6,5.59,1255,5.88157,
1345,5.7,5.69,1255,5.98106,
1345,5.8,5.8,1255,6.08324,
1345,5.9,5.89,1255,6.18256,
1345,6,5.99,1255,6.28389,
1345,6.1,6.09,1255,6.38284,
1345,6.2,6.19,1255,6.48342,
1345,6.3,6.29,1255,6.58545,
1345,6.4,6.4,1255,6.68507,
1345,6.5,6.49,1255,6.78262,
1345,6.6,6.59,1255,6.88495,
1345,6.7,6.69,1255,6.98487,
1345,6.8,6.8,1255,7.08602,
1345,6.9,6.89,1255,7.1848,
1345,7,6.99,1255,7.28469,
1260,-6.9,-6.9,1260,-6.82839,
1260,-6.8,-6.84,1260,-6.77313,
1260,-6.7,-6.77,1260,-6.70217,
1260,-6.6,-6.64,1260,-6.55956,
1260,-6.5,-6.56,1260,-6.48775,
1260,-6.4,-6.42,1260,-6.35075,
1260,-6.3,-6.33,1260,-6.28739,
1260,-6.2,-6.27,1260,-6.21833,
1260,-6.1,-6.13,1260,-6.0871,
1260,-6,-6.01,1260,-5.96058,
1260,-5.9,-5.96,1260,-5.90033,
1260,-5.8,-5.83,1260,-5.78171,
1260,-5.7,-5.76,1260,-5.72023,
1260,-5.6,-5.64,1260,-5.60406,
1260,-5.5,-5.54,1260,-5.4906,
1260,-5.4,-5.43,1260,-5.37959,
1260,-5.3,-5.32,1260,-5.27437,
1260,-5.2,-5.25,1260,-5.22211,
1260,-5.1,-5.16,1260,-5.11899,
1260,-5,-5.04,1260,-5.0171,
1260,-4.9,-4.96,1260,-4.92021,
1260,-4.8,-4.86,1260,-4.82232,
1260,-4.7,-4.71,1260,-4.6804,
1260,-4.6,-4.62,1260,-4.5891,
1260,-4.5,-4.53,1260,-4.50011,
1260,-4.4,-4.44,1260,-4.41206,
1260,-4.3,-4.35,1260,-4.32554,
1260,-4.2,-4.22,1260,-4.20154,
1260,-4.1,-4.14,1260,-4.11844,
1260,-4,-4.01,1260,-3.9975,
1260,-3.9,-3.94,1260,-3.91895,
1260,-3.8,-3.82,1260,-3.80615,
1260,-3.7,-3.75,1260,-3.73143,
1260,-3.6,-3.63,1260,-3.62003,
1260,-3.5,-3.53,1260,-3.51436,
1260,-3.4,-3.42,1260,-3.40874,
1260,-3.3,-3.32,1260,-3.30912,
1260,-3.2,-3.21,1260,-3.20691,
1260,-3.1,-3.12,1260,-3.10925,
1260,-3,-3.02,1260,-3.01345,
1260,-2.9,-2.92,1260,-2.92051,
1260,-2.8,-2.83,1260,-2.82793,
1260,-2.7,-2.71,1260,-2.70876,
1260,-2.6,-2.62,1260,-2.62206,
1260,-2.5,-2.51,1260,-2.50899,
1260,-2.4,-2.42,1260,-2.42517,
1260,-2.3,-2.31,1260,-2.31672,
1260,-2.2,-2.23,1260,-2.23703,
1260,-2.1,-2.13,1260,-2.13338,
1260,-2,-2.03,1260,-2.03105,
1260,-1.9,-1.93,1260,-1.93272,
1260,-1.8,-1.83,1260,-1.83492,
1260,-1.7,-1.71,1260,-1.71646,
1260,-1.6,-1.62,1260,-1.62363,
1260,-1.5,-1.52,1260,-1.53357,
1260,-1.4,-1.41,1260,-1.42263,
1260,-1.3,-1.33,1260,-1.33631,
1260,-1.2,-1.22,1260,-1.22976,
1260,-1.1,-1.11,1260,-1.12744,
1260,-1,-1.02,1260,-1.02654,
1260,-0.9,-0.92,1260,-0.927823,
1260,-0.8,-0.82,1260,-0.831444,
1260,-0.7,-0.72,1260,-0.737942,
1260,-0.6,-0.61,1260,-0.626564,
1260,-0.5,-0.52,1260,-0.537078,
1260,-0.4,-0.42,1260,-0.43176,
1260,-0.3,-0.31,1260,-0.328646,
1260,-0.2,-0.21,1260,-0.227653,
1260,-0.1,-0.11,1260,-0.12914,
1260,-8.13238e-15,-0.11,1260,-0.12889,
1260,0.1,0.08,1260,0.0619854,
1260,0.2,0.19,1260,0.168809,
1260,0.3,0.29,1260,0.273892,
1260,0.4,0.38,1260,0.361904,
1260,0.5,0.48,1260,0.461513,
1260,0.6,0.58,1260,0.559564,
1260,0.7,0.69,1260,0.669063,
1260,0.8,0.79,1260,0.762227,
1260,0.9,0.89,1260,0.866652,
1260,1,0.99,1260,0.968746,
1260,1.1,1.09,1260,1.06838,
1260,1.2,1.19,1260,1.16591,
1260,1.3,1.29,1260,1.26102,
1260,1.4,1.39,1260,1.36609,
1260,1.5,1.49,1260,1.468,
1260,1.6,1.6,1260,1.5684,
1260,1.7,1.69,1260,1.66586,
1260,1.8,1.79,1260,1.76173,
1260,1.9,1.89,1260,1.8658,
1260,2,1.99,1260,1.96696,
1260,2.1,2.09,1260,2.0658,
1260,2.2,2.19,1260,2.16282,
1260,2.3,2.29,1260,2.26662,
1260,2.4,2.39,1260,2.35917,
1260,2.5,2.49,1260,2.45902,
1260,2.6,2.59,1260,2.56483,
1260,2.7,2.69,1260,2.65931,
1260,2.8,2.79,1260,2.76141,
1260,2.9,2.89,1260,2.86062,
1260,3,2.99,1260,2.96586,
1260,3.1,3.09,1260,3.06068,
1260,3.2,3.19,1260,3.16054,
1260,3.3,3.29,1260,3.26598,
1260,3.4,3.39,1260,3.36173,
1260,3.5,3.49,1260,3.46251,
1260,3.6,3.59,1260,3.56083,
1260,3.7,3.69,1260,3.66318,
1260,3.8,3.79,1260,3.76446,
1260,3.9,3.89,1260,3.8627,
1260,4,3.99,1260,3.96533,
1260,4.1,4.09,1260,4.06538,
1260,4.2,4.19,1260,4.16343,
1260,4.3,4.29,1260,4.26493,
1260,4.4,4.39,1260,4.36419,
1260,4.5,4.49,1260,4.4611,
1260,4.6,4.59,1260,4.56195,
1260,4.7,4.7,1260,4.66573,
1260,4.8,4.79,1260,4.76129,
1260,4.9,4.89,1260,4.86581,
1260,5,4.99,1260,4.96252,
1260,5.1,5.09,1260,5.06197,
1260,5.2,5.19,1260,5.16396,
1260,5.3,5.29,1260,5.26394,
1260,5.4,5.39,1260,5.36593,
1260,5.5,5.49,1260,5.46606,
1260,5.6,5.59,1260,5.56364,
1260,5.7,5.69,1260,5.66325,
1260,5.8,5.79,1260,5.76499,
1260,5.9,5.89,1260,5.86471,
1260,6,5.99,1260,5.96592,
1260,6.1,6.09,1260,6.0647,
1260,6.2,6.19,1260,6.16503,
1260,6.3,6.29,1260,6.26724,
1260,6.4,6.39,1260,6.36681,
1260,6.5,6.49,1260,6.46437,
1260,6.6,6.59,1260,6.56641,
1260,6.7,6.69,1260,6.66607,
1260,6.8,6.79,1260,6.76732,
1260,6.9,6.89,1260,6.86613,
1260,7,6.99,1260,6.96546,
1265,-6.9,-6.9,1265,-6.79176,
1265,-6.8,-6.84,1265,-6.73852,
1265,-6.7,-6.77,1265,-6.66987,
1265,-6.6,-6.64,1265,-6.52869,
1265,-6.5,-6.56,1265,-6.45758,
1265,-6.4,-6.42,1265,-6.3219,
1265,-6.3,-6.35,1265,-6.25965,
1265,-6.2,-6.28,1265,-6.19085,
1265,-6.1,-6.15,1265,-6.06072,
1265,-6,-6.02,1265,-5.93529,
1265,-5.9,-5.96,1265,-5.87486,
1265,-5.8,-5.83,1265,-5.75685,
1265,-5.7,-5.76,1265,-5.69596,
1265,-5.6,-5.66,1265,-5.57994,
1265,-5.5,-5.54,1265,-5.46759,
1265,-5.4,-5.43,1265,-5.3576,
1265,-5.3,-5.32,1265,-5.2524,
1265,-5.2,-5.26,1265,-5.2008,
1265,-5.1,-5.16,1265,-5.09791,
1265,-5,-5.04,1265,-4.99633,
1265,-4.9,-4.96,1265,-4.89972,
1265,-4.8,-4.86,1265,-4.80272,
1265,-4.7,-4.71,1265,-4.66134,
1265,-4.6,-4.62,1265,-4.57016,
1265,-4.5,-4.53,1265,-4.48148,
1265,-4.4,-4.44,1265,-4.39382,
1265,-4.3,-4.35,1265,-4.30732,
1265,-4.2,-4.22,1265,-4.18424,
1265,-4.1,-4.14,1265,-4.10159,
1265,-4,-4.02,1265,-3.98055,
1265,-3.9,-3.94,1265,-3.90229,
1265,-3.8,-3.82,1265,-3.78982,
1265,-3.7,-3.75,1265,-3.71576,
1265,-3.6,-3.63,1265,-3.60466,
1265,-3.5,-3.53,1265,-3.49878,
1265,-3.4,-3.42,1265,-3.39389,
1265,-3.3,-3.32,1265,-3.29467,
1265,-3.2,-3.21,1265,-3.19289,
1265,-3.1,-3.12,1265,-3.09522,
1265,-3,-3.02,1265,-2.99982,
1265,-2.9,-2.92,1265,-2.90693,
1265,-2.8,-2.83,1265,-2.81452,
1265,-2.7,-2.71,1265,-2.69615,
1265,-2.6,-2.62,1265,-2.60929,
1265,-2.5,-2.51,1265,-2.4966,
1265,-2.4,-2.42,1265,-2.41262,
1265,-2.3,-2.31,1265,-2.30476,
1265,-2.2,-2.23,1265,-2.22553,
1265,-2.1,-2.13,1265,-2.12176,
1265,-2,-2.03,1265,-2.01987,
1265,-1.9,-1.93,1265,-1.92174,
1265,-1.8,-1.83,1265,-1.8245,
1265,-1.7,-1.71,1265,-1.70594,
1265,-1.6,-1.62,1265,-1.61352,
1265,-1.5,-1.52,1265,-1.52354,
1265,-1.4,-1.41,1265,-1.41278,
1265,-1.3,-1.33,1265,-1.32669,
1265,-1.2,-1.22,1265,-1.22032,
1265,-1.1,-1.11,1265,-1.11824,
1265,-1,-1.01,1265,-1.01757,
1265,-0.9,-0.91,1265,-0.919198,
1265,-0.8,-0.82,1265,-0.822807,
1265,-0.7,-0.72,1265,-0.729529,
1265,-0.6,-0.61,1265,-0.618507,
1265,-0.5,-0.52,1265,-0.528913,
1265,-0.4,-0.41,1265,-0.423831,
1265,-0.3,-0.31,1265,-0.320837,
1265,-0.2,-0.21,1265,-0.219945,
1265,-0.1,-0.11,1265,-0.121423,
1265,-8.13238e-15,-0.11,1265,-0.12136,
1265,0.1,0.08,1265,0.0690824,
1265,0.2,0.19,1265,0.175892,
1265,0.3,0.29,1265,0.280968,
1265,0.4,0.38,1265,0.368863,
1265,0.5,0.48,1265,0.468404,
1265,0.6,0.58,1265,0.566347,
1265,0.7,0.69,1265,0.67551,
1265,0.8,0.79,1265,0.768734,
1265,0.9,0.89,1265,0.873061,
1265,1,0.99,1265,0.974794,
1265,1.1,1.09,1265,1.07438,
1265,1.2,1.19,1265,1.17182,
1265,1.3,1.29,1265,1.26679,
1265,1.4,1.39,1265,1.37175,
1265,1.5,1.49,1265,1.47358,
1265,1.6,1.6,1265,1.57401,
1265,1.7,1.69,1265,1.67147,
1265,1.8,1.79,1265,1.76716,
1265,1.9,1.89,1265,1.87119,
1265,2,1.99,1265,1.97192,
1265,2.1,2.09,1265,2.07093,
1265,2.2,2.19,1265,2.16785,
1265,2.3,2.3,1265,2.27144,
1265,2.4,2.39,1265,2.36404,
1265,2.5,2.49,1265,2.46382,
1265,2.6,2.59,1265,2.56938,
1265,2.7,2.69,1265,2.66416,
1265,2.8,2.79,1265,2.76591,
1265,2.9,2.89,1265,2.86512,
1265,3,3,1265,2.97012,
1265,3.1,3.09,1265,3.06502,
1265,3.2,3.19,1265,3.16479,
1265,3.3,3.29,1265,3.27,
1265,3.4,3.39,1265,3.36594,
1265,3.5,3.49,1265,3.46645,
1265,3.6,3.59,1265,3.56459,
1265,3.7,3.69,1265,3.66701,
1265,3.8,3.79,1265,3.76803,
1265,3.9,3.89,1265,3.86651,
1265,4,4,1265,3.96906,
1265,4.1,4.09,1265,4.06878,
1265,4.2,4.19,1265,4.16686,
1265,4.3,4.29,1265,4.26851,
1265,4.4,4.39,1265,4.36749,
1265,4.5,4.49,1265,4.46475,
1265,4.6,4.59,1265,4.56545,
1265,4.7,4.7,1265,4.66892,
1265,4.8,4.79,1265,4.76467,
1265,4.9,4.89,1265,4.86892,
1265,5,4.99,1265,4.96576,
1265,5.1,5.09,1265,5.06517,
1265,5.2,5.19,1265,5.16732,
1265,5.3,5.29,1265,5.26703,
1265,5.4,5.4,1265,5.36912,
1265,5.5,5.49,1265,5.46902,
1265,5.6,5.59,1265,5.56664,
1265,5.7,5.69,1265,5.66645,
1265,5.8,5.79,1265,5.76802,
1265,5.9,5.89,1265,5.8676,
1265,6,5.99,1265,5.96873,
1265,6.1,6.09,1265,6.0674,
1265,6.2,6.19,1265,6.16798,
1265,6.3,6.29,1265,6.27014,
1265,6.4,6.39,1265,6.36951,
1265,6.5,6.49,1265,6.46699,
1265,6.6,6.59,1265,6.56916,
